N,fnet,fsum,v,zeta
5,0.0005367593618512307,0.0005720024550202954,0.00032655792858657254,0.7289008747399819
4,4.203102978931667e-05,0.0002151761874741786,0.0001395939755681974,0.6176891818390388
5,0.00044532353895818377,0.00048050186043844026,0.0002792453361968461,0.656537695406051
7,0.0004949852582498195,0.0009165051029245551,0.00016278031897468695,0.9602792776013379
4,0.00022939240718435291,0.0003390993587066603,0.0005070176627370736,0.48827717742124394
3207,0.0024668238638580874,0.28458494050919786,7.823913438529222e-06,391.1986792850761
9,0.0005721190244718234,0.0009875644501767425,0.00017986166443335563,1.2938747979755927
14,0.000485987718537847,0.001914413750064314,0.0002720233198892925,1.8776356431249588
25,0.000661654004177387,0.0030625338289126357,6.975621432641663e-05,3.408292508950959
10,0.0009387794539454069,0.0013248785987698393,0.000516234755135943,1.3393725396289415
13,0.0005450147640946943,0.001044200565834989,0.000517448943434603,1.535354812831201
6,0.0003826943454532223,0.0005737735048568853,0.00032557548402899797,0.8403291958954529
27,0.0013857111367596737,0.0032964349486892556,0.00044989620194160843,3.6373455426389296
7,0.0006320809138175273,0.0010444192878571448,0.00029468563221396926,0.9999878933981466
25,0.001128951452842401,0.002857837584936147,0.00013337061088226028,3.296060063637081
16,0.00017690119700186925,0.0017073742378332511,0.00010227664286173225,2.3113065331371896
24,0.0020741496545154943,0.003021684456987933,0.0004947561733903828,3.2239188882358514
4,0.0006142127760108483,0.000655252264502229,0.0007751046104158073,0.527243831641218
5,0.0005854604255140324,0.0006145219873074445,0.00027245486229268733,0.7224161200960348
5,0.0005627653684544133,0.0007020945272564813,0.0005944977216353421,0.7296749327469882
26,0.0008218381221039019,0.0028138176083846974,0.0003314330713284633,3.5190606177958625
19,0.0016392672934366576,0.002301460629028963,0.0007050079993389359,2.6020715605894194
9,0.0001674055703695633,0.0010400409017620722,0.0002468950497163621,1.271596737880247
6,0.00033356968294108864,0.0005403303261102431,0.00028681378884384443,0.7883568168539062
9,0.0006603532002407229,0.0009938664200264866,0.00023905155944043603,1.2307842143400065
16,0.0010716628776531096,0.0017772160407395063,0.0004660922977389741,2.0738426186239813
17,0.0010538878645823511,0.0017322004200629108,0.0003275909215154579,2.3809158094952583
5,0.0004367522776950843,0.0005116661967761459,0.00048432804919618637,0.6582934174521814
30,0.0006880977217864427,0.003477372676463565,0.00030995637293464753,4.015268853478538
23,0.0011090184805588382,0.002478031224763809,0.00033010200722983953,2.884739669724204
9,0.0005408714201074382,0.000879886652979383,0.00016394282064299777,1.2390696317068173
7,0.0006219980574288341,0.000802594152063674,4.609494058579273e-05,0.9475389805187864
20,0.0005023741796583329,0.0026060381644571334,0.0001056830398496148,2.824418706332142
11,0.0002799788812333075,0.0015466189959406596,0.0004062706111863907,1.4989387084530172
4,0.00032549099679199124,0.0003373569556837057,8.466264316223026e-05,0.5628196853091303
5,0.000341309825364813,0.00035024887282137794,0.00034034050843992505,0.6269984995686855
5,0.0006021850913328383,0.0006393411633445758,0.0005490082555461647,0.6541809716430327
18,0.00041879485802500917,0.0017313234133329218,7.50507718560896e-05,2.6809520201721733
7,0.0006668509032822966,0.0007276478641680384,0.00025721785089770723,0.9048478622426978
15,0.0008978830285885866,0.0016574453121284247,0.0004126968057386231,1.9970664564380791
4,0.0004673410392672547,0.0005143938228381232,0.0007138180492844999,0.5607936453686277
7,0.0006948393689465762,0.0007437527299977516,0.0006804063282545715,0.9981636459156517
5,0.00045418175132982887,0.0006823984213148023,0.00020098410112639176,0.7077225929347062
11,0.0010593552155452215,0.0015512238508995576,0.0006348502326577361,1.4326096408637579
7,0.0006623560667916171,0.0008231933695102395,0.00027268583850602215,0.9350425302131009
5,0.0006080915985902406,0.0006558347128369631,0.0007787001109217409,0.6545678336299254
5,0.0001793649533798145,0.0005049014156789129,0.0005284678034745445,0.7114512360446084
7,0.00022853012449369984,0.0008915428865107382,8.622519082711706e-05,1.0853665788715852
8,0.0008023021929644684,0.0009705730999890277,0.0004419525167680788,1.0662516131401758
4,0.0005232647349792785,0.0006045564944816596,4.348173160890774e-05,0.5602005688600126
4,0.0005521129355850078,0.0005866605165322912,0.000177481053950669,0.5561237954655421
5,0.0006170712665186622,0.0007077424566238611,0.0004929262078100077,0.6555333355801048
4,0.00040819166656083845,0.0004228141236138247,0.0006109258526235876,0.4992826060681983
4,0.00022463382541115632,0.0002459016594932135,0.0004541677895468427,0.5093842898028884
7,0.00031750613321101563,0.00037884418421172756,0.00011674608356948718,0.8376018815101559
6,0.00015802081650695838,0.0005933760921181511,0.0002462135613062289,0.8225568852834684
4,0.0005447313556909853,0.0005516039321975813,0.00027713302080176097,0.5508594968937779
4,0.0006031030189375613,0.0006300679032070503,0.000685527404484821,0.5472566075144603
5,0.0005505074951236979,0.0006329126954574536,0.0004850410849489888,0.6646444522990236
4,0.0004126697805962269,0.0004468808039764996,0.0003308529881225155,0.5536501732026751
4,0.0005046192604505495,0.0005304636773415597,0.0001664179921226652,0.5443401492267161
7,0.0002238073904032024,0.00022725896484864397,0.0005305455457632759,0.7685690016575392
4,1.1903275442591833e-05,1.3591108894939479e-05,0.00013437933862276707,0.4454146819901803
6,4.841568154252316e-05,5.127556082003658e-05,0.00017815249483190584,0.6651425894207931
3211,0.00797346249191072,0.2859901440230819,1.1481775466896759e-05,391.96271136487917
39,0.0018571172193747622,0.0041045975598876655,0.0004243311995731931,5.223284991300928
4,0.0004807900596391478,0.000501774016331125,0.00034791278119743966,0.5528766524815765
14,0.0005875954768524592,0.0020271113123288055,0.00038259389545177515,1.8646375764513046
28,0.0005373230961354231,0.003315206108967942,0.00015166884330143212,3.5912624097235883
