t,Q,n_cl,lcf,nullQ,ARI,edge_jac,sigv2,file,case,seed,alpha,s_ratio,chi,ari_floor
204000.0,0.908757293381147,23,0.91475,,0.5359142173056534,0.328404368415966,3.973064543894692e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
206000.0,0.9080633205995368,22,0.925,,0.5327011157953652,0.3273716951788491,4.176628818586941e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
208000.0,0.9088488540841173,21,0.92875,,0.48907101290540006,0.3493743984600578,3.4592456594156727e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
210000.0,0.9095515638768736,21,0.90375,,0.5197951029362201,0.34749034749034746,4.970699614801379e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
212000.0,0.9080456845200588,20,0.879,,0.5149311999415501,0.34947631401941004,4.7267922589700895e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
214000.0,0.9077533079462203,20,0.9045,,0.5431721397475994,0.3341387976029383,3.9431424408778365e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
216000.0,0.908300058744983,20,0.9045,,0.5162786626673739,0.34276911226651263,2.973281800397161e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
218000.0,0.9106089649824347,21,0.90375,,0.5727226792310038,0.35277724389775134,2.6313261658663336e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
220000.0,0.9086175974375275,16,0.91125,,0.49868038877130927,0.3514060092449923,3.3751596225735584e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
222000.0,0.9088324553837086,20,0.91275,,0.5015202651915537,0.3493210054897429,3.1975594414758758e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
224000.0,0.9082361807660174,17,0.913,,0.5395249948987431,0.34682080924855496,3.0343564197571985e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
226000.0,0.9080580383393814,16,0.912,,0.5142174725942467,0.3468107690823121,3.3793160627684036e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
228000.0,0.9095956963149164,18,0.9125,,0.5337756616204001,0.35841431732897144,3.741567715655264e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
230000.0,0.9082921115599175,20,0.914,,0.524603198945443,0.3586684625745622,3.588158454771854e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
232000.0,0.9092462149555858,15,0.91475,,0.5207928931388341,0.3706460540127875,3.796985720653303e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
