file,chi,N,seed,L,dt,nsnap,t_window,dUdt,epr,epr_sem,a_tilde,a_tilde_sem,b_tilde,b_tilde_sem,Qs,Qs_sem
bidisperse_a0.005_sr0.667_x1.5_N4000_L24_T400000_seed3_cont2_dense500.npz,1.5,4000,3,24.0,0.05,251,12500.0,-1.448654627380676e-06,0.007183862463336123,0.0005635234540300662,0.024797916980771956,1.2109107801303944e-05,-0.03240763382893385,0.00037513570274613875,5.535488170292208,0.03114877972403421
monodisperse_a0.005_sr0.667_x1_N4000_L24_T400000_seed1.npz,1.0,2000,1,24.0,0.05,101,200000.0,-1.3101053629763663e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.8188835718137213,0.035007535235779826
bidisperse_a0.005_sr0.667_x1_N4000_L24_T400000_seed3.npz,1.0,4000,3,24.0,0.05,101,200000.0,6.009221405244837e-07,0.002320503881712928,0.0005470342840466305,0.025988348382098767,3.378153604832257e-05,-0.023667844500385837,0.000550721189390387,4.525757369557732,0.044032486597929535
monodisperse_a0.005_sr0.667_x1_N4000_L24_T400000_seed2.npz,1.0,2000,2,24.0,0.05,101,200000.0,-2.587543147522064e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.8349532007975258,0.03266309168897708
monodisperse_a0.005_sr0.667_x1_N4000_L24_T400000_seed3.npz,1.0,2000,3,24.0,0.05,101,200000.0,-2.739718083446532e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.8126538187744214,0.03287946681869092
rect_x1.5_N4000_AR1.8_T800000_seed1.npz,1.5,4000,1,32.19937887599698,0.05,101,400000.0,-1.7812692615066909e-06,0.008638588716113869,0.001137671744298473,0.025617290078309915,7.655932774382082e-05,-0.03266687597338897,0.0007654934149109345,5.884838690276439,0.06284717200996046
rect_x1.5_N4000_AR1.8_T800000_seed2.npz,1.5,4000,2,32.19937887599698,0.05,101,400000.0,4.6576061524730193e-07,0.007515089743377511,0.0010015903577298688,0.025458867915849365,2.7885129988900386e-05,-0.033178242044855706,0.0006666040471142547,6.512686688512071,0.05866029370089648
rect_x1.5_N4000_AR1.8_T800000_seed3.npz,1.5,4000,3,32.19937887599698,0.05,101,400000.0,-2.6489344134958954e-06,0.006973924440348468,0.0009347355221487597,0.025304563741570762,3.064091832349942e-05,-0.033307562652123826,0.0006290063147230379,6.136153975077874,0.06150020464168827
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed1.npz,1.0,22000,1,53.666,0.05,101,180000.0,-2.9257110342243043e-06,0.002083994544686961,0.0002607492189422404,0.025449824458680742,2.3479370240412615e-05,-0.023365829913993788,0.0002587606727741689,4.98807716140106,0.025587715030901324
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed1_cont1.npz,1.0,22000,1,53.666,0.05,101,180000.0,6.644441666344798e-08,0.0018097446273093961,0.00022536305170683886,0.024350771233827798,1.5645103809773478e-05,-0.022541026606518407,0.00022604666161567797,5.149098344058175,0.024221805734313397
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed2.npz,1.0,22000,2,53.666,0.05,101,180000.0,-6.124969633986178e-07,0.0014701790121401,0.00022114007894862223,0.02462745051805269,1.1163253990331567e-05,-0.023157271505912583,0.0002227689136677698,4.966937197888804,0.02005636839488846
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed2_cont1.npz,1.0,22000,2,53.666,0.05,101,180000.0,-1.0221939617597737e-06,0.0013710162727184317,0.0002624275563493088,0.024255306457162003,1.1691803103209777e-05,-0.02288429018444357,0.0002640070623748551,5.293427171306831,0.02084011662639976
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed3.npz,1.0,22000,3,53.666,0.05,101,180000.0,-1.1368393795785187e-06,0.0015712735302509148,0.00022472387703724586,0.0249363426701466,1.929558129085348e-05,-0.023365069139895688,0.00022706427864983218,5.02287675566968,0.02214546256557998
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed3_cont1.npz,1.0,22000,3,53.666,0.05,101,180000.0,4.2782069037772713e-07,0.0016114136332858837,0.00026196719131802267,0.02443874764277339,1.2799288777287624e-05,-0.022827334009487492,0.0002646206100493582,5.2374660670514475,0.020382499958349204
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed4.npz,1.0,22000,4,53.666,0.05,101,180000.0,-1.5651207782668313e-06,0.001981795900776035,0.0002371350190764326,0.024887788320840237,2.5181786176958578e-05,-0.0229059924200642,0.00024124979971712625,4.939170379401458,0.022795003330565538
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed3_cont2.npz,1.0,22000,3,53.666,0.05,101,180000.0,-9.329550381285562e-07,0.0017287335981844554,0.00025170592596869426,0.02412260230157591,9.803704745139012e-06,-0.022393868703391454,0.0002521618579845797,5.2189497507928975,0.02305804894904863
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed4_cont1.npz,1.0,22000,4,53.666,0.05,101,180000.0,-2.140348070514093e-06,0.0017293909399343198,0.00022083693251504115,0.024324243490892156,1.3834684710685226e-05,-0.02259485255095784,0.0002205931229834686,5.241558182591423,0.022929708902757816
bidisperse_a0.005_sr0.667_x1_fl0.227273_N22000_L53.666_T360000_seed4_cont2.npz,1.0,22000,4,53.666,0.05,101,180000.0,-1.593490598510312e-06,0.0011763746256900152,0.00023274458403365418,0.024301279399720932,1.4412023223842727e-05,-0.02312490477403092,0.00023236175837871274,5.633600125707616,0.02606097200451919
