chi,species,t,Teff,sem,msd,chi_resp,omega,Ct,Rt,Teff_w
0.0,all,,,,,,0.025107633595123222,-3.254849101857867e-05,38.86687374917833,-0.12388095750547706
0.0,all,,,,,,0.028246087794513628,-3.206524787273604e-05,32.887056166454975,-0.14423242502529174
0.0,all,,,,,,0.03138454199390403,-3.166989483747781e-05,33.062826173854546,-0.14169677030580508
0.0,all,,,,,,0.03452299619329443,-3.125829450635293e-05,32.741453308463896,-0.14122794182366433
0.0,all,,,,,,0.037661450392684835,-3.159784838752862e-05,26.802939414477102,-0.17439273562005303
0.0,all,,,,,,0.04079990459207524,-3.1237858658868826e-05,23.873309859106485,-0.19356281286424679
0.0,all,,,,,,0.04393835879146564,-3.119283839490631e-05,27.020142025966216,-0.17077353634606157
0.0,all,,,,,,0.04707681299085604,-3.3360730456135566e-05,28.248839819291305,-0.17469812317300026
0.0,all,,,,,,0.050215267190246445,-3.306267413338236e-05,24.585681477551528,-0.1989340068000864
0.0,all,,,,,,0.05335372138963685,-3.0356241397739677e-05,19.156872477707566,-0.23441030154212694
0.0,all,,,,,,0.056492175589027256,-2.8307700928178836e-05,17.808854743673695,-0.23513750790689836
0.0,all,,,,,,0.05963062978841765,-2.5602957928545382e-05,20.405201305474357,-0.18561050955664424
0.0,all,,,,,,0.06276908398780806,-2.5773888193018623e-05,24.250541730956467,-0.15722145081525404
0.0,all,,,,,,0.06590753818719845,-2.7722444271754235e-05,24.418924896625256,-0.16794159906708098
0.0,all,,,,,,0.06904599238658886,-2.865170835140853e-05,20.4655968052177,-0.2070996724658522
0.0,all,,,,,,0.07218444658597926,-3.0411827199308153e-05,18.095010343654973,-0.24862052689526754
0.0,all,,,,,,0.07532290078536967,-2.9418158264749324e-05,18.43210456197276,-0.2360988429314983
0.0,all,,,,,,0.07846135498476008,-2.716624179504049e-05,20.60936766903405,-0.19499263084086194
0.0,all,,,,,,0.08159980918415048,-2.630363307584718e-05,21.81485421405445,-0.1783679113073025
0.0,all,,,,,,0.08473826338354087,-2.5961685825409448e-05,20.275398835875045,-0.189416055384925
0.0,all,,,,,,0.08787671758293128,-2.405012404209162e-05,18.891035108264383,-0.18832798926712757
0.0,all,,,,,,0.09101517178232169,-2.250649159283313e-05,17.080748491136923,-0.1949190144324933
0.0,all,,,,,,0.09415362598171208,-2.8948621983825868e-05,13.32843371489647,-0.3212936059670399
0.0,all,,,,,,0.09729208018110248,-3.241275982213358e-05,11.62199779843316,-0.412561337482213
0.0,all,,,,,,0.10043053438049289,-2.672943899910363e-05,14.621062485574546,-0.2704358200669206
0.0,all,,,,,,0.1035689885798833,-2.152398108166513e-05,17.06847529897151,-0.18654395394418535
0.0,all,,,,,,0.1067074427792737,-2.2736064074596463e-05,16.045526021651,-0.2096112700462274
0.0,all,,,,,,0.1098458969786641,-2.8333700666258125e-05,16.66241060028311,-0.25154678628149096
0.0,all,,,,,,0.11298435117805451,-3.0870256674206135e-05,18.41252355320149,-0.24801630280062165
0.0,all,,,,,,0.11612280537744489,-3.0056700601722105e-05,16.886007056759812,-0.26331017572812887
0.0,all,,,,,,0.1192612595768353,-2.7051406934276893e-05,14.829364784728387,-0.2698488758219892
0.0,all,,,,,,0.1223997137762257,-2.8074695086544728e-05,16.660613998794233,-0.24927421064047134
0.0,all,,,,,,0.12553816797561612,-3.176723474534444e-05,13.830016614959497,-0.33978954700525626
0.0,all,,,,,,0.12867662217500653,-2.5150890489083135e-05,7.3573688579789795,-0.5056897380240565
0.0,all,,,,,,0.1318150763743969,-1.4990774403565391e-05,9.728015499131915,-0.22795709754369778
0.0,all,,,,,,0.1349535305737873,-1.8644903678172294e-05,14.795513728895394,-0.1864160918249773
0.0,all,,,,,,0.13809198477317772,-2.9357104880448897e-05,16.094812871319807,-0.2698240127965607
0.0,all,,,,,,0.14123043897256812,-3.057524172452349e-05,14.632291574594895,-0.3091084352092449
0.0,all,,,,,,0.14436889317195853,-2.6541853294642012e-05,13.487629465293601,-0.29110450202342086
0.0,all,,,,,,0.14750734737134893,-2.1096763648001665e-05,12.787163522668905,-0.24405905338738854
0.0,all,,,,,,0.15064580157073934,-1.609681637172983e-05,11.154904917717902,-0.21346536535905652
0.0,all,,,,,,0.15378425577012975,-2.195635046388929e-05,10.146387343402763,-0.32011204854753555
0.0,all,,,,,,0.15692270996952015,-3.0303311063100182e-05,9.864485477351922,-0.454432046479852
0.0,all,,,,,,0.16006116416891056,-2.7776302208640782e-05,12.35815748443643,-0.3324864932527265
0.0,all,,,,,,0.16319961836830096,-2.405748069999506e-05,13.308532534053533,-0.2674073126403267
0.0,all,,,,,,0.16633807256769134,-2.3363622026328157e-05,11.441553265991242,-0.3020706213691685
0.0,all,,,,,,0.16947652676708175,-1.5945890109506685e-05,11.258878225550255,-0.20951105753162638
0.0,all,,,,,,0.17261498096647215,-1.4028992340593954e-05,12.022122674122915,-0.1726229869045434
0.0,all,,,,,,0.17575343516586256,-2.3651797836782854e-05,14.374222824371895,-0.2434070144170643
0.0,all,,,,,,0.17889188936525297,-3.2214452631073756e-05,17.614294597540137,-0.2705445594914456
0.0,all,,,,,,0.18203034356464337,-3.5322898630808355e-05,13.99765160838881,-0.3732969650004789
0.0,all,,,,,,0.18516879776403378,-3.208433107619517e-05,8.791224279909322,-0.5398796198123292
0.0,all,,,,,,0.18830725196342415,-2.928785017928428e-05,14.596790700908588,-0.2968133410038396
0.0,all,,,,,,0.19144570616281456,-2.4778727820403317e-05,17.401888630723512,-0.21063761289985639
0.0,all,,,,,,0.19458416036220497,-1.7160459822530182e-05,12.206588903148319,-0.20796387751627715
0.0,all,,,,,,0.1977226145615954,-1.4597144952897934e-05,9.984280756335618,-0.21627406340645716
0.0,all,,,,,,0.20086106876098578,-1.518847410777213e-05,8.439718274542207,-0.26621927691512537
0.0,all,,,,,,0.20399952296037616,-1.267158576890166e-05,7.219640336365899,-0.25963827128424627
0.0,all,,,,,,0.2071379771597666,-1.2162373244885657e-05,3.9820043116807895,-0.4518246337650405
0.0,all,,,,,,0.21027643135915697,-1.6593506570007972e-05,5.380520159788061,-0.45621253379059346
0.0,all,,,,,,0.2134148855585474,-2.006367789976862e-05,9.30982230650908,-0.31880304388191927
0.0,all,,,,,,0.21655333975793778,-2.2383108818591113e-05,5.08921968190646,-0.6506126634212354
0.0,all,,,,,,0.2196917939573282,-2.7804121228014315e-05,6.194451439385229,-0.6639870737328281
0.0,all,,,,,,0.2228302481567186,-2.7634410969599965e-05,12.031024773718292,-0.33978241202983733
0.0,all,,,,,,0.22596870235610902,-1.9515148124721638e-05,11.39811062459714,-0.2532749792090856
0.0,all,,,,,,0.2291071565554994,-2.0754423387965368e-05,10.008375649292347,-0.3067611650616022
0.0,all,,,,,,0.23224561075488978,-2.5240397612506433e-05,10.357930211709467,-0.3604761330451923
0.0,all,,,,,,0.23538406495428021,-2.323213671706195e-05,10.366019484613638,-0.33153580504562263
0.0,all,,,,,,0.2385225191536706,-1.2125604703018444e-05,12.687657423430053,-0.14137586210762842
0.0,all,,,,,,0.24166097335306103,-8.360717669319629e-06,12.922935949309519,-0.09570522979332446
0.0,all,,,,,,0.2447994275524514,-1.852019617254903e-05,8.110314492631213,-0.3378012027167665
0.0,all,,,,,,0.24793788175184184,-1.9216803144298822e-05,6.051560801529741,-0.4697502763097894
0.0,all,,,,,,0.25107633595123224,-1.711870244918658e-05,10.756403789862762,-0.2354274237731953
0.0,all,,,,,,0.2542147901506226,-2.383259758247726e-05,14.076345953855071,-0.2504579099088893
0.0,all,,,,,,0.25735324435001306,-1.9702315200200693e-05,10.134898118685749,-0.28757503376330806
0.0,all,,,,,,0.2604916985494034,-7.050877406457226e-06,8.787885520224627,-0.11868943897120568
0.0,all,,,,,,0.2636301527487938,-1.540043489431529e-05,10.46488620467497,-0.21769666652816613
0.0,all,,,,,,0.2667686069481842,-2.5474003977719755e-05,5.913674515607647,-0.6372254295938616
0.0,all,,,,,,0.2699070611475746,-1.775508193472432e-05,2.6096204186139476,-1.0064649217671247
0.0,all,,,,,,0.27304551534696503,-8.830972494603589e-06,7.297303054034336,-0.17901913463463956
0.0,all,,,,,,0.27618396954635543,-9.716148002553274e-06,12.843572352733435,-0.11190811722034716
0.0,all,,,,,,0.27932242374574584,-2.020572680760137e-05,14.70500505795013,-0.20326499920142269
0.0,all,,,,,,0.28246087794513625,-3.0040532191940633e-05,10.236805293769093,-0.43410669455360607
0.0,all,,,,,,0.28559933214452665,-2.5935915234821627e-05,7.4541349490701725,-0.5147041041675212
0.0,all,,,,,,0.28873778634391706,-1.8704050423577317e-05,9.160036288618786,-0.30205899597497365
0.0,all,,,,,,0.29187624054330746,-2.6632486360400174e-05,6.771908282184199,-0.5817735198191804
0.0,all,,,,,,0.29501469474269787,-2.7051017415206866e-05,9.252447227631436,-0.4324942036090202
0.0,all,,,,,,0.2981531489420883,-1.7361498905772664e-05,13.768842701032296,-0.18652759165508734
0.0,all,,,,,,0.3012916031414787,-1.311612175256228e-05,9.278583863915214,-0.20911108048183152
0.0,all,,,,,,0.30443005734086903,-3.6989005256194745e-06,5.079790560816756,-0.10771598305411242
0.0,all,,,,,,0.3075685115402595,8.319912018970072e-07,8.0880242953744,0.015217019272900228
0.0,all,,,,,,0.31070696573964984,-1.1578195496484391e-05,7.824746339781963,-0.21888898869239676
0.0,all,,,,,,0.3138454199390403,-1.2272102320704444e-05,3.6989746216573858,-0.4907845922906274
0.0,all,,,,,,0.31698387413843065,-1.3807483157624796e-06,3.3863827362413463,-0.06031589614676162
0.0,all,,,,,,0.3201223283378211,-9.260604566175568e-07,5.585640509120129,-0.024525601241908473
0.0,all,,,,,,0.32326078253721147,-9.29946355867404e-06,13.821229072128535,-0.09953241369241139
0.0,all,,,,,,0.3263992367366019,-3.0212720649817352e-05,19.113142680489084,-0.23383581909822124
0.0,all,,,,,,0.3295376909359923,-3.563533446390298e-05,12.81416988152072,-0.41138046629557734
0.0,all,,,,,,0.3326761451353827,-2.3825334526404282e-05,6.36915898392413,-0.5533631330406324
0.0,all,,,,,,0.3358145993347731,-2.4097327687661324e-05,7.270355032711034,-0.4903052779241071
0.0,all,,,,,,0.3389530535341635,-2.63446167991951e-05,6.015100202033671,-0.6478915615213239
0.0,all,,,,,,0.3420915077335539,-2.58466962705319e-05,0.49206876350544126,-7.770206246026431
0.0,all,,,,,,0.3452299619329443,-2.979492769829829e-05,2.1187070053329067,-2.080294100168738
0.0,all,,,,,,0.3483684161323347,-3.4228218864743655e-05,12.443171940678281,-0.40691762599181924
0.0,all,,,,,,0.3515068703317251,-2.3349416429185595e-05,13.957079320642077,-0.24747696888720339
0.0,all,,,,,,0.35464532453111547,-5.916349744367317e-06,5.3012361485299495,-0.16509350683598994
0.0,all,,,,,,0.35778377873050593,-4.470331383478287e-06,4.205574791539679,-0.15724167505122238
0.0,all,,,,,,0.3609222329298963,-1.2488145157808311e-05,6.865102512453708,-0.2690941246403613
0.0,all,,,,,,0.36406068712928674,-2.9327243345533576e-05,12.603706207881006,-0.34421221311987693
0.0,all,,,,,,0.3671991413286771,-4.752354289148521e-05,14.159274428462219,-0.49650212874316274
0.0,all,,,,,,0.37033759552806755,-3.1969762099052354e-05,4.584139803776178,-1.0316558723808575
0.0,all,,,,,,0.3734760497274579,-2.4676913893079877e-05,0.7744139418610592,-4.713798205258953
0.0,all,,,,,,0.3766145039268483,-3.876895939116439e-05,4.510854474137764,-1.271389533236864
0.0,all,,,,,,0.3797529581262387,-1.992358724234008e-05,6.5619411214599666,-0.44914700768076044
0.0,all,,,,,,0.3828914123256291,-9.935803051552057e-06,5.220232470763772,-0.28155706839742806
0.0,all,,,,,,0.3860298665250195,-1.1588427785672156e-05,5.992542539892913,-0.286066298891347
0.0,all,,,,,,0.38916832072440993,-1.2822814376297823e-05,9.478914544636888,-0.2001142665717938
0.0,all,,,,,,0.39230677492380034,-2.8522237269674742e-05,5.514964826070124,-0.7650576207394711
0.0,all,,,,,,0.3954452291231908,-1.8222702894300892e-05,0.5348302507099335,-5.040227446084372
0.0,all,,,,,,0.39858368332258115,6.085205924494515e-06,5.732612090925526,0.15702761270422544
0.0,all,,,,,,0.40172213752197156,1.1319880126576025e-05,9.389138564116623,0.178348468161123
0.0,all,,,,,,0.4048605917213619,-1.8660920584803465e-06,8.110275728676529,-0.03403695883000778
0.0,all,,,,,,0.4079990459207523,-1.9141123276523482e-05,8.597642429775494,-0.3293376219166277
0.0,all,,,,,,0.4111375001201428,-2.526730231256182e-05,7.152507420265426,-0.5225812983701296
0.0,all,,,,,,0.4142759543195332,-2.126041491562659e-05,6.060419873922479,-0.5189461881651607
0.0,all,,,,,,0.41741440851892353,-9.344775061555349e-06,10.856251769393115,-0.12733337473653406
0.0,all,,,,,,0.42055286271831394,3.3265339327510566e-06,10.949291732891934,0.04494270775305454
0.0,all,,,,,,0.4236913169177044,5.141736453344844e-06,4.399835570300823,0.17287280154661994
0.0,all,,,,,,0.4268297711170948,-3.966374629697417e-06,6.01110386996155,-0.09760966069125503
0.0,all,,,,,,0.42996822531648515,-1.4078487513545585e-05,9.617998134429854,-0.2165332605577679
0.0,all,,,,,,0.43310667951587556,-2.537043600096076e-05,7.554797364726589,-0.4967734931697966
0.0,all,,,,,,0.43624513371526596,-3.389157764210908e-05,4.438501174482306,-1.1295585584839773
0.0,all,,,,,,0.4393835879146564,-3.8916133601098654e-05,5.176323084740487,-1.1121455139024732
0.0,all,,,,,,0.4425220421140468,-4.4196507688483465e-05,7.461182786768433,-0.8762611922504007
0.0,all,,,,,,0.4456604963134372,-3.692558200067126e-05,9.900036516987843,-0.5517519245418596
0.0,all,,,,,,0.4487989505128276,-1.0736697764481814e-05,11.377451633086379,-0.1395979478789858
0.0,all,,,,,,0.45193740471221805,1.0930492420977934e-05,6.583660271631707,0.24559844857617938
0.0,all,,,,,,0.4550758589116084,5.528356718745879e-06,5.251136461220353,0.15573852524585377
0.0,all,,,,,,0.4582143131109988,-1.204840626093278e-05,5.9811908641681795,-0.29798557828317207
0.0,all,,,,,,0.4613527673103892,-2.858412192885182e-05,4.877404699799305,-0.8669406505985234
0.0,all,,,,,,0.46449122150977956,-3.224627252645108e-05,5.572161989029227,-0.8560696309889737
0.0,all,,,,,,0.46762967570917,-2.05030857884213e-05,6.24505146405564,-0.4856646696560062
0.0,all,,,,,,0.47076812990856043,-1.3835465830407443e-05,5.964794122047325,-0.3431244232545605
0.0,all,,,,,,0.4739065841079508,-5.794946850498974e-06,3.1294345127285594,-0.2739282943519425
0.0,all,,,,,,0.4770450383073412,-8.249261343927523e-07,3.4238667361298836,-0.03564113403295044
0.0,all,,,,,,0.4801834925067316,-2.1669236565618223e-06,5.083334305934365,-0.06305916893864018
0.0,all,,,,,,0.48332194670612205,-2.1104049301774738e-06,2.432054094249347,-0.1283647757534677
0.0,all,,,,,,0.4864604009055124,-2.018673877418681e-05,4.174416442059534,-0.7153584224589767
0.0,all,,,,,,0.4895988551049028,-4.1587589817524784e-05,10.062306770088384,-0.611391648913341
0.0,all,,,,,,0.4927373093042932,-3.6246532792466373e-05,10.473557134809774,-0.5119476664866276
0.0,all,,,,,,0.4958757635036837,-2.3959900225343054e-05,5.624052805906686,-0.6302152666379184
0.0,all,,,,,,0.499014217703074,-3.153038321414476e-05,2.6613489120386915,-1.752591646595452
0.0,all,,,,,,0.5021526719024645,-3.098462864066986e-05,6.806397807734965,-0.6734142018022836
0.0,all,,,,,,0.5052911261018548,-3.6639745939628796e-06,8.92918857595712,-0.06070070885157826
0.0,all,,,,,,0.5084295803012452,9.253685200181338e-06,6.390192468745173,0.21421707560725425
0.0,all,,,,,,0.5115680345006357,-7.912268811911525e-06,7.987929946983034,-0.1465278206027797
0.0,all,,,,,,0.5147064887000261,-1.0456607859653206e-05,7.037073759541364,-0.2198123161775746
0.0,all,,,,,,0.5178449428994164,2.3396369236059926e-06,1.8043331004844387,0.19181609899811863
0.0,all,,,,,,0.5209833970988068,1.4201469162882006e-05,-0.9413404364549935,-2.2317208168333607
0.0,all,,,,,,0.5241218512981973,1.0255088107234798e-05,0.3160448088897855,4.800030961632326
0.0,all,,,,,,0.5272603054975876,-1.8542694474010403e-05,8.019954558716673,-0.3420221549939462
0.0,all,,,,,,0.530398759696978,-2.399627669453176e-05,11.967843061914966,-0.2966069202939225
0.0,all,,,,,,0.5335372138963684,-1.5810268573079913e-05,8.875158039372177,-0.26352174415597207
0.0,all,,,,,,0.5366756680957588,-9.986469519624972e-06,8.324864914906454,-0.17745493837765983
0.0,all,,,,,,0.5398141222951492,3.674729885143952e-06,8.264187337066069,0.06577768306356944
0.0,all,,,,,,0.5429525764945397,-9.737375549369208e-06,7.621347545259576,-0.18900071955398154
0.0,all,,,,,,0.5460910306939301,-3.2408738582180426e-05,4.780034350669854,-1.0029618505322764
0.0,all,,,,,,0.5492294848933205,-3.070375252239272e-05,2.9877171608277893,-1.5202159309978343
0.0,all,,,,,,0.5523679390927109,-1.718216658845125e-05,5.848807847607311,-0.43457413644272497
0.0,all,,,,,,0.5555063932921013,-6.233631653609315e-06,5.948468227669235,-0.15502055734484346
0.0,all,,,,,,0.5586448474914917,-5.169403151612646e-06,5.383358497173841,-0.1420497276241547
0.0,all,,,,,,0.5617833016908821,-4.847807630911285e-06,8.983767231136259,-0.07982523232151031
0.0,all,,,,,,0.5649217558902725,-4.693594830861148e-06,8.088423978067649,-0.08584104441661371
0.0,all,,,,,,0.5680602100896629,-1.0405216019831008e-05,3.2373128521414203,-0.475466292363459
0.0,all,,,,,,0.5711986642890533,-1.6932255920657872e-06,2.25012617946838,-0.11131693896774794
0.0,all,,,,,,0.5743371184884437,4.969291408840085e-06,2.881037954019784,0.25515189009869105
0.0,all,,,,,,0.5774755726878341,-2.0167124546880572e-05,6.613363899970304,-0.4511021157896353
0.0,all,,,,,,0.5806140268872244,-3.211131354981953e-05,7.27716976002691,-0.6527529889705246
0.0,all,,,,,,0.5837524810866149,-1.53909406930339e-05,3.670171023881883,-0.6203434008644797
0.0,all,,,,,,0.5868909352860053,-6.3931441766984015e-06,4.1594901044287225,-0.22736714437152197
0.0,all,,,,,,0.5900293894853957,-1.4192348360334132e-05,9.552950051834124,-0.21977083573407655
0.0,all,,,,,,0.593167843684786,-1.81228225045789e-05,13.442469119765558,-0.19943441038687482
0.0,all,,,,,,0.5963062978841766,-9.038892201064042e-06,7.122995038257292,-0.1877179787076998
0.0,all,,,,,,0.599444752083567,-9.544434378891172e-06,0.7083041446262321,-1.993350720126168
0.0,all,,,,,,0.6025832062829574,-8.750062478022687e-06,-0.7463115555857296,1.7343801403691554
0.0,all,,,,,,0.6057216604823477,8.05806351873585e-06,-2.539679171227096,-0.4693589820663363
0.0,all,,,,,,0.6088601146817381,9.51493670034824e-06,-3.15556105381065,-0.44604905144987683
0.0,all,,,,,,0.6119985688811286,-1.0972241964653374e-05,2.101758749178779,-0.7722640466223348
0.0,all,,,,,,0.615137023080519,-4.2221498613720226e-05,13.162509122113326,-0.4745131616360746
0.0,all,,,,,,0.6182754772799093,-3.812712765514013e-05,15.774062514734222,-0.3575558063133459
0.0,all,,,,,,0.6214139314792997,6.324973587411649e-06,6.890184104902088,0.13579419158345327
0.0,all,,,,,,0.6245523856786902,1.98427976134428e-05,1.360307447868914,2.1578394614721237
0.0,all,,,,,,0.6276908398780806,1.2196054830847116e-06,2.2084125180585414,0.08169443471967103
0.0,all,,,,,,0.6308292940774709,-6.663171589256407e-06,1.4783429159408368,-0.6667440009835357
0.0,all,,,,,,0.6339677482768613,6.9529448171437e-06,2.820318388380313,0.3646900778831034
0.0,all,,,,,,0.6371062024762517,1.2690295699093343e-05,4.271371617252845,0.4394987946724344
0.0,all,,,,,,0.6402446566756422,4.966402504141434e-06,5.135528263121325,0.1430573232210415
0.0,all,,,,,,0.6433831108750325,9.621536638725016e-07,8.747401006067705,0.016271167121645586
0.0,all,,,,,,0.6465215650744229,-3.413314586503291e-06,7.386942088310415,-0.06835415618984604
0.0,all,,,,,,0.6496600192738133,-2.2372184640298346e-05,6.162375393869258,-0.5370485499094083
0.0,all,,,,,,0.6527984734732039,-4.025528338527247e-05,7.7350133728883765,-0.7698659705716017
0.0,all,,,,,,0.6559369276725941,-1.9660230652189566e-05,6.492153433383482,-0.44797433912453166
0.0,all,,,,,,0.6590753818719846,1.0740851069641003e-05,7.912605300170385,0.200804063143574
0.0,all,,,,,,0.662213836071375,1.042112656416858e-05,9.734225978204993,0.15836767846760982
0.0,all,,,,,,0.6653522902707654,1.045651671749545e-06,4.701622820003074,0.03289974672252619
0.0,all,,,,,,0.6684907444701558,-4.683723198851478e-06,0.6838229667971518,-1.0132132072336353
0.0,all,,,,,,0.6716291986695462,-2.1193569127595195e-05,4.489419002114565,-0.6983405560037076
0.0,all,,,,,,0.6747676528689366,-4.440332022568466e-05,7.32647287445482,-0.8965485312620566
0.0,all,,,,,,0.677906107068327,-5.0441550517459724e-05,1.4552049365603854,-5.127640540901197
0.0,all,,,,,,0.6810445612677174,-3.720253118433014e-05,-3.7167043530255577,1.4807023891888258
0.0,all,,,,,,0.6841830154671078,-2.1265205470814517e-05,-1.7267838440886545,1.8217337769468949
0.0,all,,,,,,0.6873214696664982,-1.6583324137424536e-06,2.2828600010348916,-0.10745969779516942
0.0,all,,,,,,0.6904599238658886,1.5192036393025764e-05,6.857170360791384,0.3277361569635608
0.0,all,,,,,,0.693598378065279,2.3214979944539202e-05,8.54900450207637,0.40170392120098997
0.0,all,,,,,,0.6967368322646694,7.6193498250842745e-06,5.285446604284324,0.21325023968198795
0.0,all,,,,,,0.6998752864640598,-1.3887324274956712e-05,3.3423741977571346,-0.6146343254669382
0.0,all,,,,,,0.7030137406634502,-3.5934217830880797e-06,5.182408892698113,-0.10257223632750334
0.0,all,,,,,,0.7061521948628406,1.1155222809682135e-05,4.0294235499625675,0.40953274545227764
0.0,all,,,,,,0.7092906490622309,1.7629821904203093e-05,1.1378197582927974,2.292069373150466
0.0,all,,,,,,0.7124291032616215,5.405101641775889e-06,4.068113798817786,0.19654593954962002
0.0,all,,,,,,0.7155675574610119,-1.8222861323331278e-05,5.3804074184086135,-0.5010195948448839
0.0,all,,,,,,0.7187060116604023,-1.6964546441244357e-05,3.646680143376336,-0.6881734047015706
0.0,all,,,,,,0.7218444658597926,-2.8773826693517912e-05,6.504033195034106,-0.6544375022464445
0.0,all,,,,,,0.7249829200591831,-3.653554339292114e-05,10.95305607611634,-0.49343910455913
0.0,all,,,,,,0.7281213742585735,-1.1187316565340026e-07,8.039599501154818,-0.002058471302904242
0.0,all,,,,,,0.7312598284579639,6.789258347167495e-06,2.4740491198970176,0.40594511636325936
0.0,all,,,,,,0.7343982826573542,-1.8450771348927854e-05,3.45224288198155,-0.790617618460477
0.0,all,,,,,,0.7375367368567446,-1.8836395541302047e-05,6.087899030636239,-0.45770290054894364
0.0,all,,,,,,0.7406751910561351,-2.0910607794569348e-05,9.081336097415253,-0.3406200523281876
0.0,all,,,,,,0.7438136452555254,-3.955175274219896e-05,10.523104372205921,-0.5560004719539066
0.0,all,,,,,,0.7469520994549158,-2.7137890703093737e-05,8.863077089043713,-0.45294437055064174
0.0,all,,,,,,0.7500905536543062,-1.0149763749516e-05,4.751054404673799,-0.3160233947578771
0.0,all,,,,,,0.7532290078536966,-3.412242195381142e-05,4.36024807068044,-1.1576624709129975
0.0,all,,,,,,0.756367462053087,-1.9495139872823843e-05,7.146874121370164,-0.40351857076478276
0.0,all,,,,,,0.7595059162524774,2.728017483949966e-06,2.8250739884000877,0.14284683654238087
0.0,all,,,,,,0.7626443704518678,-3.161646625011144e-05,2.6440564989532165,-1.7688699355269741
0.0,all,,,,,,0.7657828246512582,-2.9071686152178884e-05,8.956050104879735,-0.48018325471858314
0.0,all,,,,,,0.7689212788506486,-7.789315236543642e-06,6.629526705285498,-0.1738081191553809
0.0,all,,,,,,0.772059733050039,-1.947838702694382e-06,1.3637211130892595,-0.21129086963570737
